image_id,identity,condition,valid,embedding_drift_cosine,embedding_drift_euclidean,error_reason
Abdullah_Gul/Abdullah_Gul_0001,Abdullah_Gul,noise_n16_steps8,1,0.1078034639,10.7009038925,
Abdullah_Gul/Abdullah_Gul_0002,Abdullah_Gul,noise_n16_steps8,1,0.1570036411,12.9154272079,
Abdullah_Gul/Abdullah_Gul_0003,Abdullah_Gul,noise_n16_steps8,1,0.1371024251,11.5182161331,
Abdullah_Gul/Abdullah_Gul_0004,Abdullah_Gul,noise_n16_steps8,1,0.1062239408,10.2984857559,
Abdullah_Gul/Abdullah_Gul_0005,Abdullah_Gul,noise_n16_steps8,1,0.1475025415,11.9606161118,
Abdullah_Gul/Abdullah_Gul_0006,Abdullah_Gul,noise_n16_steps8,1,0.1534683704,11.7285118103,
Abdullah_Gul/Abdullah_Gul_0007,Abdullah_Gul,noise_n16_steps8,1,0.1191468239,10.5604763031,
Abdullah_Gul/Abdullah_Gul_0008,Abdullah_Gul,noise_n16_steps8,1,0.1205200553,10.5105466843,
Abdullah_Gul/Abdullah_Gul_0009,Abdullah_Gul,noise_n16_steps8,1,0.1556223035,13.0571908951,
Abdullah_Gul/Abdullah_Gul_0010,Abdullah_Gul,noise_n16_steps8,1,0.1323103905,11.1899318695,
Abdullah_Gul/Abdullah_Gul_0011,Abdullah_Gul,noise_n16_steps8,1,0.1478168368,11.9434070587,
Abdullah_Gul/Abdullah_Gul_0012,Abdullah_Gul,noise_n16_steps8,1,0.0925788283,9.3216209412,
Abdullah_Gul/Abdullah_Gul_0013,Abdullah_Gul,noise_n16_steps8,1,0.0880792737,8.7180585861,
Abdullah_Gul/Abdullah_Gul_0014,Abdullah_Gul,noise_n16_steps8,1,0.1046211720,10.0117750168,
Abdullah_Gul/Abdullah_Gul_0015,Abdullah_Gul,noise_n16_steps8,1,0.1719453335,14.7612552643,
Abdullah_Gul/Abdullah_Gul_0016,Abdullah_Gul,noise_n16_steps8,1,0.1432342529,13.3552885056,
Abdullah_Gul/Abdullah_Gul_0017,Abdullah_Gul,noise_n16_steps8,1,0.0985915065,10.2676982880,
Abdullah_Gul/Abdullah_Gul_0018,Abdullah_Gul,noise_n16_steps8,1,0.1224514246,10.7886943817,
Abdullah_Gul/Abdullah_Gul_0019,Abdullah_Gul,noise_n16_steps8,1,0.1346601844,11.3870334625,
Adrien_Brody/Adrien_Brody_0001,Adrien_Brody,noise_n16_steps8,1,0.2178204656,15.2851810455,
Adrien_Brody/Adrien_Brody_0002,Adrien_Brody,noise_n16_steps8,1,0.1810969114,13.4934597015,
Adrien_Brody/Adrien_Brody_0003,Adrien_Brody,noise_n16_steps8,1,0.1689811945,13.6934146881,
Adrien_Brody/Adrien_Brody_0004,Adrien_Brody,noise_n16_steps8,1,0.1219066381,12.5335235596,
Adrien_Brody/Adrien_Brody_0005,Adrien_Brody,noise_n16_steps8,1,0.1214674115,11.4115848541,
