image_id,identity,condition,valid,embedding_drift_cosine,embedding_drift_euclidean,error_reason
Abdullah_Gul/Abdullah_Gul_0001,Abdullah_Gul,noise_n16_steps2,1,0.0931500793,9.9643545151,
Abdullah_Gul/Abdullah_Gul_0002,Abdullah_Gul,noise_n16_steps2,1,0.1555435658,13.0073442459,
Abdullah_Gul/Abdullah_Gul_0003,Abdullah_Gul,noise_n16_steps2,1,0.1321988702,11.1071157455,
Abdullah_Gul/Abdullah_Gul_0004,Abdullah_Gul,noise_n16_steps2,1,0.0896396637,9.3588247299,
Abdullah_Gul/Abdullah_Gul_0005,Abdullah_Gul,noise_n16_steps2,1,0.1257176399,11.0430479050,
Abdullah_Gul/Abdullah_Gul_0006,Abdullah_Gul,noise_n16_steps2,1,0.0974482298,9.4739408493,
Abdullah_Gul/Abdullah_Gul_0007,Abdullah_Gul,noise_n16_steps2,1,0.1061363220,10.0126972198,
Abdullah_Gul/Abdullah_Gul_0008,Abdullah_Gul,noise_n16_steps2,1,0.1126585603,10.1150999069,
Abdullah_Gul/Abdullah_Gul_0009,Abdullah_Gul,noise_n16_steps2,1,0.1396832466,12.4534301758,
Abdullah_Gul/Abdullah_Gul_0010,Abdullah_Gul,noise_n16_steps2,1,0.1094535589,10.2075138092,
Abdullah_Gul/Abdullah_Gul_0011,Abdullah_Gul,noise_n16_steps2,1,0.0871194005,9.3319368362,
Abdullah_Gul/Abdullah_Gul_0012,Abdullah_Gul,noise_n16_steps2,1,0.0751378536,8.4504032135,
Abdullah_Gul/Abdullah_Gul_0013,Abdullah_Gul,noise_n16_steps2,1,0.0893955827,8.7871456146,
Abdullah_Gul/Abdullah_Gul_0014,Abdullah_Gul,noise_n16_steps2,1,0.0786958933,8.7417488098,
Abdullah_Gul/Abdullah_Gul_0015,Abdullah_Gul,noise_n16_steps2,1,0.1251254678,12.7625827789,
Abdullah_Gul/Abdullah_Gul_0016,Abdullah_Gul,noise_n16_steps2,1,0.8637780845,31.0635051727,
Abdullah_Gul/Abdullah_Gul_0017,Abdullah_Gul,noise_n16_steps2,1,0.1128491163,10.9452552795,
Abdullah_Gul/Abdullah_Gul_0018,Abdullah_Gul,noise_n16_steps2,1,0.0844892263,9.0517978668,
Abdullah_Gul/Abdullah_Gul_0019,Abdullah_Gul,noise_n16_steps2,1,0.0963141918,9.6804037094,
Adrien_Brody/Adrien_Brody_0001,Adrien_Brody,noise_n16_steps2,1,0.1672863960,13.4710969925,
Adrien_Brody/Adrien_Brody_0002,Adrien_Brody,noise_n16_steps2,1,0.1587278843,12.6727247238,
Adrien_Brody/Adrien_Brody_0003,Adrien_Brody,noise_n16_steps2,1,0.1537938118,13.1018934250,
Adrien_Brody/Adrien_Brody_0004,Adrien_Brody,noise_n16_steps2,1,0.1110683680,11.8332176208,
Adrien_Brody/Adrien_Brody_0005,Adrien_Brody,noise_n16_steps2,1,0.0909122229,9.9535331726,
Adrien_Brody/Adrien_Brody_0006,Adrien_Brody,noise_n16_steps2,1,0.1463457346,12.1304845810,
Adrien_Brody/Adrien_Brody_0007,Adrien_Brody,noise_n16_steps2,1,0.1748874187,14.3440198898,
Adrien_Brody/Adrien_Brody_0008,Adrien_Brody,noise_n16_steps2,1,0.1599175930,13.5011548996,
