image_id,identity,condition,valid,embedding_drift_cosine,embedding_drift_euclidean,error_reason
Abdullah_Gul/Abdullah_Gul_0001,Abdullah_Gul,noise_n08_steps4,1,0.1034779549,10.5040874481,
Abdullah_Gul/Abdullah_Gul_0002,Abdullah_Gul,noise_n08_steps4,1,0.1359251738,11.9522075653,
Abdullah_Gul/Abdullah_Gul_0003,Abdullah_Gul,noise_n08_steps4,1,0.1174570918,10.6644992828,
Abdullah_Gul/Abdullah_Gul_0004,Abdullah_Gul,noise_n08_steps4,1,0.0866282582,9.2618837357,
Abdullah_Gul/Abdullah_Gul_0005,Abdullah_Gul,noise_n08_steps4,1,0.1333633065,11.3514108658,
Abdullah_Gul/Abdullah_Gul_0006,Abdullah_Gul,noise_n08_steps4,1,0.1148463488,10.2260618210,
Abdullah_Gul/Abdullah_Gul_0007,Abdullah_Gul,noise_n08_steps4,1,0.0986980200,9.6396179199,
Abdullah_Gul/Abdullah_Gul_0008,Abdullah_Gul,noise_n08_steps4,1,0.1135793328,10.2964715958,
Abdullah_Gul/Abdullah_Gul_0009,Abdullah_Gul,noise_n08_steps4,1,0.1264153719,11.8611392975,
Abdullah_Gul/Abdullah_Gul_0010,Abdullah_Gul,noise_n08_steps4,1,0.1203356981,10.7500371933,
Abdullah_Gul/Abdullah_Gul_0011,Abdullah_Gul,noise_n08_steps4,1,0.1323697567,11.3459186554,
Abdullah_Gul/Abdullah_Gul_0012,Abdullah_Gul,noise_n08_steps4,1,0.1002522111,9.6884984970,
Abdullah_Gul/Abdullah_Gul_0013,Abdullah_Gul,noise_n08_steps4,1,0.0954509974,9.0607929230,
Abdullah_Gul/Abdullah_Gul_0014,Abdullah_Gul,noise_n08_steps4,1,0.1243117452,10.8543062210,
Abdullah_Gul/Abdullah_Gul_0015,Abdullah_Gul,noise_n08_steps4,1,0.1761391163,14.9757928848,
Abdullah_Gul/Abdullah_Gul_0016,Abdullah_Gul,noise_n08_steps4,1,0.1341178417,12.7933931351,
Abdullah_Gul/Abdullah_Gul_0017,Abdullah_Gul,noise_n08_steps4,1,0.0847402811,9.5519599915,
Abdullah_Gul/Abdullah_Gul_0018,Abdullah_Gul,noise_n08_steps4,1,0.1211678386,10.7344408035,
Abdullah_Gul/Abdullah_Gul_0019,Abdullah_Gul,noise_n08_steps4,1,0.1632920504,12.5989379883,
Adrien_Brody/Adrien_Brody_0001,Adrien_Brody,noise_n08_steps4,1,0.2211109996,15.4519557953,
Adrien_Brody/Adrien_Brody_0002,Adrien_Brody,noise_n08_steps4,1,0.1689586639,12.9822940826,
Adrien_Brody/Adrien_Brody_0003,Adrien_Brody,noise_n08_steps4,1,0.1641662717,13.4837923050,
Adrien_Brody/Adrien_Brody_0004,Adrien_Brody,noise_n08_steps4,1,0.1088403463,11.8603935242,
Adrien_Brody/Adrien_Brody_0005,Adrien_Brody,noise_n08_steps4,1,0.0987724066,10.3423366547,
Adrien_Brody/Adrien_Brody_0006,Adrien_Brody,noise_n08_steps4,1,0.1871733665,13.7539472580,
Adrien_Brody/Adrien_Brody_0007,Adrien_Brody,noise_n08_steps4,1,0.2050053477,15.5270538330,
Adrien_Brody/Adrien_Brody_0008,Adrien_Brody,noise_n08_steps4,1,0.1500411034,12.9292716980,
Adrien_Brody/Adrien_Brody_0009,Adrien_Brody,noise_n08_steps4,1,0.1590752602,12.7344398499,
Adrien_Brody/Adrien_Brody_0010,Adrien_Brody,noise_n08_steps4,1,0.2077521086,14.7810010910,
Adrien_Brody/Adrien_Brody_0011,Adrien_Brody,noise_n08_steps4,1,0.1983191967,12.8157882690,
Adrien_Brody/Adrien_Brody_0012,Adrien_Brody,noise_n08_steps4,1,0.1991134882,14.2026176453,
Alejandro_Toledo/Alejandro_Toledo_0001,Alejandro_Toledo,noise_n08_steps4,1,0.2267639041,14.5736722946,
Alejandro_Toledo/Alejandro_Toledo_0002,Alejandro_Toledo,noise_n08_steps4,1,0.1288515925,11.6155176163,
Alejandro_Toledo/Alejandro_Toledo_0003,Alejandro_Toledo,noise_n08_steps4,1,0.1195631623,12.2339525223,
Alejandro_Toledo/Alejandro_Toledo_0004,Alejandro_Toledo,noise_n08_steps4,1,0.1522470117,11.4900341034,
Alejandro_Toledo/Alejandro_Toledo_0005,Alejandro_Toledo,noise_n08_steps4,1,0.1434491277,11.6317329407,
Alejandro_Toledo/Alejandro_Toledo_0006,Alejandro_Toledo,noise_n08_steps4,1,0.2108319998,12.9976825714,
Alejandro_Toledo/Alejandro_Toledo_0007,Alejandro_Toledo,noise_n08_steps4,1,0.0963230133,9.6192407608,
Alejandro_Toledo/Alejandro_Toledo_0008,Alejandro_Toledo,noise_n08_steps4,1,0.2465717793,15.5407629013,
Alejandro_Toledo/Alejandro_Toledo_0009,Alejandro_Toledo,noise_n08_steps4,1,0.1134612560,10.8276081085,
Alejandro_Toledo/Alejandro_Toledo_0010,Alejandro_Toledo,noise_n08_steps4,1,0.2004404068,14.5912637711,
Alejandro_Toledo/Alejandro_Toledo_0011,Alejandro_Toledo,noise_n08_steps4,1,0.1358162165,12.1416091919,
Alejandro_Toledo/Alejandro_Toledo_0012,Alejandro_Toledo,noise_n08_steps4,1,0.1052195430,10.4646558762,
Alejandro_Toledo/Alejandro_Toledo_0013,Alejandro_Toledo,noise_n08_steps4,1,0.1323920488,12.1082391739,
Alejandro_Toledo/Alejandro_Toledo_0014,Alejandro_Toledo,noise_n08_steps4,1,0.1337502003,11.5160675049,
Alejandro_Toledo/Alejandro_Toledo_0015,Alejandro_Toledo,noise_n08_steps4,1,0.2309294343,16.3590984344,
Alejandro_Toledo/Alejandro_Toledo_0016,Alejandro_Toledo,noise_n08_steps4,1,0.1697875261,13.4487781525,
Alejandro_Toledo/Alejandro_Toledo_0017,Alejandro_Toledo,noise_n08_steps4,1,0.2207378149,14.7231712341,
Alejandro_Toledo/Alejandro_Toledo_0018,Alejandro_Toledo,noise_n08_steps4,1,0.1197397709,12.1487903595,
Alejandro_Toledo/Alejandro_Toledo_0019,Alejandro_Toledo,noise_n08_steps4,1,0.1337652206,10.8684196472,
Alejandro_Toledo/Alejandro_Toledo_0020,Alejandro_Toledo,noise_n08_steps4,1,0.1475743055,12.6256217957,
Alejandro_Toledo/Alejandro_Toledo_0021,Alejandro_Toledo,noise_n08_steps4,1,0.1716190577,13.1489486694,
Alejandro_Toledo/Alejandro_Toledo_0022,Alejandro_Toledo,noise_n08_steps4,1,0.2021595240,13.5255937576,
Alejandro_Toledo/Alejandro_Toledo_0023,Alejandro_Toledo,noise_n08_steps4,1,0.0848569870,10.3040075302,
Alejandro_Toledo/Alejandro_Toledo_0024,Alejandro_Toledo,noise_n08_steps4,1,0.1436626911,12.6448488235,
Alejandro_Toledo/Alejandro_Toledo_0025,Alejandro_Toledo,noise_n08_steps4,1,0.0868288279,10.6321535110,
Alejandro_Toledo/Alejandro_Toledo_0026,Alejandro_Toledo,noise_n08_steps4,1,0.2153637409,14.2427043915,
Alejandro_Toledo/Alejandro_Toledo_0027,Alejandro_Toledo,noise_n08_steps4,1,0.1540260315,12.5142793655,
Alejandro_Toledo/Alejandro_Toledo_0028,Alejandro_Toledo,noise_n08_steps4,1,0.1668636799,13.5957279205,
Alejandro_Toledo/Alejandro_Toledo_0029,Alejandro_Toledo,noise_n08_steps4,1,0.1639388800,11.7850513458,
Alejandro_Toledo/Alejandro_Toledo_0030,Alejandro_Toledo,noise_n08_steps4,1,0.1403455734,11.4807777405,
Alejandro_Toledo/Alejandro_Toledo_0031,Alejandro_Toledo,noise_n08_steps4,1,0.2822112441,17.9334201813,
Alejandro_Toledo/Alejandro_Toledo_0032,Alejandro_Toledo,noise_n08_steps4,1,0.1864962578,14.3118696213,
Alejandro_Toledo/Alejandro_Toledo_0033,Alejandro_Toledo,noise_n08_steps4,1,0.1802587509,13.1279506683,
Alejandro_Toledo/Alejandro_Toledo_0034,Alejandro_Toledo,noise_n08_steps4,1,0.2637449503,15.5391588211,
Alejandro_Toledo/Alejandro_Toledo_0035,Alejandro_Toledo,noise_n08_steps4,1,0.2118285894,15.3720569611,
Alejandro_Toledo/Alejandro_Toledo_0036,Alejandro_Toledo,noise_n08_steps4,1,0.1746104956,12.0987834930,
Alejandro_Toledo/Alejandro_Toledo_0037,Alejandro_Toledo,noise_n08_steps4,1,0.1381719112,11.1216812134,
Alejandro_Toledo/Alejandro_Toledo_0038,Alejandro_Toledo,noise_n08_steps4,1,0.1257964373,12.1875829697,
Alejandro_Toledo/Alejandro_Toledo_0039,Alejandro_Toledo,noise_n08_steps4,1,0.1267578006,10.9562864304,
Alvaro_Uribe/Alvaro_Uribe_0001,Alvaro_Uribe,noise_n08_steps4,1,0.2169081569,12.6810045242,
Alvaro_Uribe/Alvaro_Uribe_0002,Alvaro_Uribe,noise_n08_steps4,1,0.1693352461,12.1929874420,
Alvaro_Uribe/Alvaro_Uribe_0003,Alvaro_Uribe,noise_n08_steps4,1,0.1875516176,11.8217582703,
Alvaro_Uribe/Alvaro_Uribe_0004,Alvaro_Uribe,noise_n08_steps4,1,0.1650298834,11.0733594894,
Alvaro_Uribe/Alvaro_Uribe_0005,Alvaro_Uribe,noise_n08_steps4,1,0.1713650823,12.6635408401,
Alvaro_Uribe/Alvaro_Uribe_0006,Alvaro_Uribe,noise_n08_steps4,1,0.2566198707,14.7382421494,
Alvaro_Uribe/Alvaro_Uribe_0007,Alvaro_Uribe,noise_n08_steps4,1,0.1479795575,11.8984899521,
Alvaro_Uribe/Alvaro_Uribe_0008,Alvaro_Uribe,noise_n08_steps4,1,0.2084593773,13.6526927948,
Alvaro_Uribe/Alvaro_Uribe_0009,Alvaro_Uribe,noise_n08_steps4,1,0.2215262055,13.6917200089,
Alvaro_Uribe/Alvaro_Uribe_0010,Alvaro_Uribe,noise_n08_steps4,1,0.1835103631,11.0674371719,
Alvaro_Uribe/Alvaro_Uribe_0011,Alvaro_Uribe,noise_n08_steps4,1,0.2277484536,13.8838205338,
Alvaro_Uribe/Alvaro_Uribe_0012,Alvaro_Uribe,noise_n08_steps4,1,0.2134788632,13.7255373001,
Alvaro_Uribe/Alvaro_Uribe_0013,Alvaro_Uribe,noise_n08_steps4,1,0.2063072920,13.7779035568,
Alvaro_Uribe/Alvaro_Uribe_0014,Alvaro_Uribe,noise_n08_steps4,1,0.2151193023,13.3649606705,
Alvaro_Uribe/Alvaro_Uribe_0015,Alvaro_Uribe,noise_n08_steps4,1,0.2082781196,13.1863183975,
Alvaro_Uribe/Alvaro_Uribe_0016,Alvaro_Uribe,noise_n08_steps4,1,0.2223141193,13.7090272903,
Alvaro_Uribe/Alvaro_Uribe_0017,Alvaro_Uribe,noise_n08_steps4,1,0.1796501875,11.4002532959,
Alvaro_Uribe/Alvaro_Uribe_0018,Alvaro_Uribe,noise_n08_steps4,1,0.2089580297,12.9844579697,
Alvaro_Uribe/Alvaro_Uribe_0019,Alvaro_Uribe,noise_n08_steps4,1,0.1831312180,12.1286802292,
Alvaro_Uribe/Alvaro_Uribe_0020,Alvaro_Uribe,noise_n08_steps4,1,0.1975441575,12.5487089157,
Alvaro_Uribe/Alvaro_Uribe_0021,Alvaro_Uribe,noise_n08_steps4,1,0.2587419152,13.7810010910,
Alvaro_Uribe/Alvaro_Uribe_0022,Alvaro_Uribe,noise_n08_steps4,1,0.2641502023,14.2335748672,
Alvaro_Uribe/Alvaro_Uribe_0023,Alvaro_Uribe,noise_n08_steps4,1,0.1954175234,12.1266345978,
Alvaro_Uribe/Alvaro_Uribe_0024,Alvaro_Uribe,noise_n08_steps4,1,0.1462409496,11.1566324234,
