image_id,identity,condition,valid,embedding_drift_cosine,embedding_drift_euclidean,error_reason
Abdullah_Gul/Abdullah_Gul_0001,Abdullah_Gul,noise_n32_steps2,1,0.1215883493,11.4261388779,
Abdullah_Gul/Abdullah_Gul_0002,Abdullah_Gul,noise_n32_steps2,1,0.1932150126,14.1174621582,
Abdullah_Gul/Abdullah_Gul_0003,Abdullah_Gul,noise_n32_steps2,1,0.1211272478,10.7707509995,
Abdullah_Gul/Abdullah_Gul_0004,Abdullah_Gul,noise_n32_steps2,1,0.1440777183,11.8183975220,
Abdullah_Gul/Abdullah_Gul_0005,Abdullah_Gul,noise_n32_steps2,1,0.1702647209,12.7256669998,
Abdullah_Gul/Abdullah_Gul_0006,Abdullah_Gul,noise_n32_steps2,1,0.1229900718,10.5381526947,
Abdullah_Gul/Abdullah_Gul_0007,Abdullah_Gul,noise_n32_steps2,1,0.1307955384,11.0535297394,
Abdullah_Gul/Abdullah_Gul_0008,Abdullah_Gul,noise_n32_steps2,1,0.1238002777,10.6208715439,
Abdullah_Gul/Abdullah_Gul_0009,Abdullah_Gul,noise_n32_steps2,1,0.1987975836,14.7723999023,
Abdullah_Gul/Abdullah_Gul_0010,Abdullah_Gul,noise_n32_steps2,1,0.1678600311,12.6204423904,
Abdullah_Gul/Abdullah_Gul_0011,Abdullah_Gul,noise_n32_steps2,1,0.1371850967,11.5132265091,
Abdullah_Gul/Abdullah_Gul_0012,Abdullah_Gul,noise_n32_steps2,1,0.1087459326,10.1672067642,
Abdullah_Gul/Abdullah_Gul_0013,Abdullah_Gul,noise_n32_steps2,1,0.1092429757,9.6561603546,
Abdullah_Gul/Abdullah_Gul_0014,Abdullah_Gul,noise_n32_steps2,1,0.1511660814,11.9553413391,
Abdullah_Gul/Abdullah_Gul_0015,Abdullah_Gul,noise_n32_steps2,1,0.1905618906,15.6589984894,
Abdullah_Gul/Abdullah_Gul_0016,Abdullah_Gul,noise_n32_steps2,1,0.1603284478,14.2434539795,
Abdullah_Gul/Abdullah_Gul_0017,Abdullah_Gul,noise_n32_steps2,1,0.1504837275,12.5251712799,
Abdullah_Gul/Abdullah_Gul_0018,Abdullah_Gul,noise_n32_steps2,1,0.1299374700,11.2326688766,
Abdullah_Gul/Abdullah_Gul_0019,Abdullah_Gul,noise_n32_steps2,1,0.1317623258,11.2600507736,
Adrien_Brody/Adrien_Brody_0001,Adrien_Brody,noise_n32_steps2,1,0.2384611964,16.2363529205,
Adrien_Brody/Adrien_Brody_0002,Adrien_Brody,noise_n32_steps2,1,0.2008795142,14.2202816010,
Adrien_Brody/Adrien_Brody_0003,Adrien_Brody,noise_n32_steps2,1,0.2093006372,15.4046468735,
Adrien_Brody/Adrien_Brody_0004,Adrien_Brody,noise_n32_steps2,1,0.1615560651,14.0896844864,
Adrien_Brody/Adrien_Brody_0005,Adrien_Brody,noise_n32_steps2,1,0.1444770694,12.4897689819,
Adrien_Brody/Adrien_Brody_0006,Adrien_Brody,noise_n32_steps2,1,0.1751328707,13.1493921280,
Adrien_Brody/Adrien_Brody_0007,Adrien_Brody,noise_n32_steps2,1,0.2412489653,16.7010250092,
Adrien_Brody/Adrien_Brody_0008,Adrien_Brody,noise_n32_steps2,1,0.2064000368,15.1191816330,
Adrien_Brody/Adrien_Brody_0009,Adrien_Brody,noise_n32_steps2,1,0.1608238816,12.6036949158,
Adrien_Brody/Adrien_Brody_0010,Adrien_Brody,noise_n32_steps2,1,0.1756598353,13.4196138382,
Adrien_Brody/Adrien_Brody_0011,Adrien_Brody,noise_n32_steps2,1,0.2161778212,13.7813997269,
Adrien_Brody/Adrien_Brody_0012,Adrien_Brody,noise_n32_steps2,1,0.2453277111,15.6567258835,
Alejandro_Toledo/Alejandro_Toledo_0001,Alejandro_Toledo,noise_n32_steps2,1,0.2412425280,14.9393463135,
Alejandro_Toledo/Alejandro_Toledo_0002,Alejandro_Toledo,noise_n32_steps2,1,0.1435852051,12.2525405884,
Alejandro_Toledo/Alejandro_Toledo_0003,Alejandro_Toledo,noise_n32_steps2,1,0.1436511278,13.3467159271,
Alejandro_Toledo/Alejandro_Toledo_0004,Alejandro_Toledo,noise_n32_steps2,1,0.1949610114,12.9397821426,
Alejandro_Toledo/Alejandro_Toledo_0005,Alejandro_Toledo,noise_n32_steps2,1,0.1906535029,13.4188632965,
Alejandro_Toledo/Alejandro_Toledo_0006,Alejandro_Toledo,noise_n32_steps2,1,0.2401765585,14.1786308289,
Alejandro_Toledo/Alejandro_Toledo_0007,Alejandro_Toledo,noise_n32_steps2,1,0.1198877096,10.6408319473,
Alejandro_Toledo/Alejandro_Toledo_0008,Alejandro_Toledo,noise_n32_steps2,1,0.2129496932,15.0285234451,
Alejandro_Toledo/Alejandro_Toledo_0009,Alejandro_Toledo,noise_n32_steps2,1,0.1566395164,12.7999429703,
Alejandro_Toledo/Alejandro_Toledo_0010,Alejandro_Toledo,noise_n32_steps2,1,0.2610554695,16.4893569946,
Alejandro_Toledo/Alejandro_Toledo_0011,Alejandro_Toledo,noise_n32_steps2,1,0.1381904483,12.2691640854,
Alejandro_Toledo/Alejandro_Toledo_0012,Alejandro_Toledo,noise_n32_steps2,1,0.1221444011,11.2232437134,
Alejandro_Toledo/Alejandro_Toledo_0013,Alejandro_Toledo,noise_n32_steps2,1,0.1913532019,14.4967031479,
Alejandro_Toledo/Alejandro_Toledo_0014,Alejandro_Toledo,noise_n32_steps2,1,0.1996524334,13.8899898529,
Alejandro_Toledo/Alejandro_Toledo_0015,Alejandro_Toledo,noise_n32_steps2,1,0.1926666498,15.3832626343,
Alejandro_Toledo/Alejandro_Toledo_0016,Alejandro_Toledo,noise_n32_steps2,1,0.2332015038,15.5134286880,
Alejandro_Toledo/Alejandro_Toledo_0017,Alejandro_Toledo,noise_n32_steps2,1,0.4036303759,19.6432647705,
Alejandro_Toledo/Alejandro_Toledo_0018,Alejandro_Toledo,noise_n32_steps2,1,0.1400433779,13.2028951645,
Alejandro_Toledo/Alejandro_Toledo_0019,Alejandro_Toledo,noise_n32_steps2,1,0.1856813431,12.8038434982,
Alejandro_Toledo/Alejandro_Toledo_0020,Alejandro_Toledo,noise_n32_steps2,1,0.1391077042,12.1780700684,
Alejandro_Toledo/Alejandro_Toledo_0021,Alejandro_Toledo,noise_n32_steps2,1,0.1875680685,13.6789722443,
Alejandro_Toledo/Alejandro_Toledo_0022,Alejandro_Toledo,noise_n32_steps2,1,0.2399840355,14.6139974594,
Alejandro_Toledo/Alejandro_Toledo_0023,Alejandro_Toledo,noise_n32_steps2,1,0.1151803732,11.8237209320,
Alejandro_Toledo/Alejandro_Toledo_0024,Alejandro_Toledo,noise_n32_steps2,1,0.2061992884,14.9372692108,
Alejandro_Toledo/Alejandro_Toledo_0025,Alejandro_Toledo,noise_n32_steps2,1,0.1581021547,14.0591449738,
Alejandro_Toledo/Alejandro_Toledo_0026,Alejandro_Toledo,noise_n32_steps2,1,0.3827341795,18.6037120819,
Alejandro_Toledo/Alejandro_Toledo_0027,Alejandro_Toledo,noise_n32_steps2,1,0.2085420489,14.4663820267,
Alejandro_Toledo/Alejandro_Toledo_0028,Alejandro_Toledo,noise_n32_steps2,1,0.2069714069,14.9833278656,
Alejandro_Toledo/Alejandro_Toledo_0029,Alejandro_Toledo,noise_n32_steps2,1,0.2953313589,15.6765956879,
Alejandro_Toledo/Alejandro_Toledo_0030,Alejandro_Toledo,noise_n32_steps2,1,0.1654125452,12.6760902405,
Alejandro_Toledo/Alejandro_Toledo_0031,Alejandro_Toledo,noise_n32_steps2,1,0.3385750055,19.7208251953,
Alejandro_Toledo/Alejandro_Toledo_0032,Alejandro_Toledo,noise_n32_steps2,1,0.1972210407,14.5972452164,
Alejandro_Toledo/Alejandro_Toledo_0033,Alejandro_Toledo,noise_n32_steps2,1,0.1654995680,12.7945499420,
Alejandro_Toledo/Alejandro_Toledo_0034,Alejandro_Toledo,noise_n32_steps2,1,0.8969488516,28.6258010864,
Alejandro_Toledo/Alejandro_Toledo_0035,Alejandro_Toledo,noise_n32_steps2,1,0.1949024200,14.6468677521,
