image_id,identity,condition,valid,embedding_drift_cosine,embedding_drift_euclidean,error_reason
Abdullah_Gul/Abdullah_Gul_0001,Abdullah_Gul,noise_n32_steps4,1,0.1322236061,11.8919649124,
Abdullah_Gul/Abdullah_Gul_0002,Abdullah_Gul,noise_n32_steps4,1,0.2170783877,14.9120092392,
Abdullah_Gul/Abdullah_Gul_0003,Abdullah_Gul,noise_n32_steps4,1,0.1569709182,12.5391225815,
Abdullah_Gul/Abdullah_Gul_0004,Abdullah_Gul,noise_n32_steps4,1,0.1627926826,12.6747226715,
Abdullah_Gul/Abdullah_Gul_0005,Abdullah_Gul,noise_n32_steps4,1,0.2225277424,14.5148239136,
Abdullah_Gul/Abdullah_Gul_0006,Abdullah_Gul,noise_n32_steps4,1,0.1839689016,12.8803014755,
Abdullah_Gul/Abdullah_Gul_0007,Abdullah_Gul,noise_n32_steps4,1,0.1310049295,11.0458869934,
Abdullah_Gul/Abdullah_Gul_0008,Abdullah_Gul,noise_n32_steps4,1,0.1967141628,13.2741918564,
Abdullah_Gul/Abdullah_Gul_0009,Abdullah_Gul,noise_n32_steps4,1,0.2130917311,15.3322153091,
Abdullah_Gul/Abdullah_Gul_0010,Abdullah_Gul,noise_n32_steps4,1,0.1606029272,12.4153442383,
Abdullah_Gul/Abdullah_Gul_0011,Abdullah_Gul,noise_n32_steps4,1,0.1594231129,12.4634847641,
Abdullah_Gul/Abdullah_Gul_0012,Abdullah_Gul,noise_n32_steps4,1,0.1251028776,10.8034362793,
Abdullah_Gul/Abdullah_Gul_0013,Abdullah_Gul,noise_n32_steps4,1,0.1240959764,10.2586660385,
Abdullah_Gul/Abdullah_Gul_0014,Abdullah_Gul,noise_n32_steps4,1,0.1531141996,11.9676179886,
Abdullah_Gul/Abdullah_Gul_0015,Abdullah_Gul,noise_n32_steps4,1,0.2766247988,18.7391357422,
Abdullah_Gul/Abdullah_Gul_0016,Abdullah_Gul,noise_n32_steps4,1,0.2011734247,15.7170782089,
Abdullah_Gul/Abdullah_Gul_0017,Abdullah_Gul,noise_n32_steps4,1,0.1259263754,11.5479164124,
Abdullah_Gul/Abdullah_Gul_0018,Abdullah_Gul,noise_n32_steps4,1,0.1659965515,12.5097732544,
Abdullah_Gul/Abdullah_Gul_0019,Abdullah_Gul,noise_n32_steps4,1,0.1630709171,12.4944400787,
Adrien_Brody/Adrien_Brody_0001,Adrien_Brody,noise_n32_steps4,1,0.2696727514,17.1137561798,
Adrien_Brody/Adrien_Brody_0002,Adrien_Brody,noise_n32_steps4,1,0.2974351048,16.8136444092,
Adrien_Brody/Adrien_Brody_0003,Adrien_Brody,noise_n32_steps4,1,0.1957013607,14.7894001007,
Adrien_Brody/Adrien_Brody_0004,Adrien_Brody,noise_n32_steps4,1,0.2319244146,16.5648021698,
Adrien_Brody/Adrien_Brody_0005,Adrien_Brody,noise_n32_steps4,1,0.1592886448,12.9568777084,
