image_id,identity,condition,valid,embedding_drift_cosine,embedding_drift_euclidean,error_reason
Abdullah_Gul/Abdullah_Gul_0001,Abdullah_Gul,noise_n16,1,0.0335054994,6.2700524330,
Abdullah_Gul/Abdullah_Gul_0002,Abdullah_Gul,noise_n16,1,0.0616108179,8.5706481934,
Abdullah_Gul/Abdullah_Gul_0003,Abdullah_Gul,noise_n16,1,0.0703531504,8.5722961426,
Abdullah_Gul/Abdullah_Gul_0004,Abdullah_Gul,noise_n16,1,0.0357762575,6.3088512421,
Abdullah_Gul/Abdullah_Gul_0005,Abdullah_Gul,noise_n16,1,0.0658850670,8.5588865280,
Abdullah_Gul/Abdullah_Gul_0006,Abdullah_Gul,noise_n16,1,0.0594584942,8.2482595444,
Abdullah_Gul/Abdullah_Gul_0007,Abdullah_Gul,noise_n16,1,0.0438632965,6.9656314850,
Abdullah_Gul/Abdullah_Gul_0008,Abdullah_Gul,noise_n16,1,0.0612635016,8.2362422943,
Abdullah_Gul/Abdullah_Gul_0009,Abdullah_Gul,noise_n16,1,0.0494352579,7.7074761391,
Abdullah_Gul/Abdullah_Gul_0010,Abdullah_Gul,noise_n16,1,0.0526885986,7.5036387444,
Abdullah_Gul/Abdullah_Gul_0011,Abdullah_Gul,noise_n16,1,0.0385638475,6.5239210129,
Abdullah_Gul/Abdullah_Gul_0012,Abdullah_Gul,noise_n16,1,0.0349651575,6.3092274666,
Abdullah_Gul/Abdullah_Gul_0013,Abdullah_Gul,noise_n16,1,0.0379674435,6.2752146721,
Abdullah_Gul/Abdullah_Gul_0014,Abdullah_Gul,noise_n16,1,0.0449219346,7.1763005257,
Abdullah_Gul/Abdullah_Gul_0015,Abdullah_Gul,noise_n16,1,0.0560395122,8.8359355927,
Abdullah_Gul/Abdullah_Gul_0016,Abdullah_Gul,noise_n16,1,0.9089461938,31.5805854797,
Abdullah_Gul/Abdullah_Gul_0017,Abdullah_Gul,noise_n16,1,0.0337545276,6.1832098961,
Abdullah_Gul/Abdullah_Gul_0018,Abdullah_Gul,noise_n16,1,0.0487112999,7.3926653862,
Abdullah_Gul/Abdullah_Gul_0019,Abdullah_Gul,noise_n16,1,0.0556959510,7.9508152008,
Adrien_Brody/Adrien_Brody_0001,Adrien_Brody,noise_n16,1,0.0518655777,7.8255662918,
Adrien_Brody/Adrien_Brody_0002,Adrien_Brody,noise_n16,1,0.0623217821,8.3561935425,
Adrien_Brody/Adrien_Brody_0003,Adrien_Brody,noise_n16,1,0.0486285686,7.6158895493,
Adrien_Brody/Adrien_Brody_0004,Adrien_Brody,noise_n16,1,0.0512304306,8.4319620132,
Adrien_Brody/Adrien_Brody_0005,Adrien_Brody,noise_n16,1,0.0631246567,8.4804897308,
Adrien_Brody/Adrien_Brody_0006,Adrien_Brody,noise_n16,1,0.0690725446,8.8041086197,
Adrien_Brody/Adrien_Brody_0007,Adrien_Brody,noise_n16,1,0.0696840286,9.2844400406,
Adrien_Brody/Adrien_Brody_0008,Adrien_Brody,noise_n16,1,0.0643082857,8.9649810791,
Adrien_Brody/Adrien_Brody_0009,Adrien_Brody,noise_n16,1,0.0674756169,8.7077207565,
Adrien_Brody/Adrien_Brody_0010,Adrien_Brody,noise_n16,1,0.0881585479,9.8262281418,
Adrien_Brody/Adrien_Brody_0011,Adrien_Brody,noise_n16,1,0.0821797252,8.8979940414,
Adrien_Brody/Adrien_Brody_0012,Adrien_Brody,noise_n16,1,0.0805778503,9.4311037064,
Alejandro_Toledo/Alejandro_Toledo_0001,Alejandro_Toledo,noise_n16,1,0.0586847663,7.9766354561,
Alejandro_Toledo/Alejandro_Toledo_0002,Alejandro_Toledo,noise_n16,1,0.0565788746,8.1334829330,
Alejandro_Toledo/Alejandro_Toledo_0003,Alejandro_Toledo,noise_n16,1,0.0542223454,8.5304565430,
Alejandro_Toledo/Alejandro_Toledo_0004,Alejandro_Toledo,noise_n16,1,0.0434519053,6.5594215393,
Alejandro_Toledo/Alejandro_Toledo_0005,Alejandro_Toledo,noise_n16,1,0.0470809937,7.1980233192,
Alejandro_Toledo/Alejandro_Toledo_0006,Alejandro_Toledo,noise_n16,1,0.1028864384,9.5929155350,
Alejandro_Toledo/Alejandro_Toledo_0007,Alejandro_Toledo,noise_n16,1,0.0473009348,7.8215279579,
Alejandro_Toledo/Alejandro_Toledo_0008,Alejandro_Toledo,noise_n16,1,0.0498393774,7.8678379059,
Alejandro_Toledo/Alejandro_Toledo_0009,Alejandro_Toledo,noise_n16,1,0.0396414995,6.8420433998,
Alejandro_Toledo/Alejandro_Toledo_0010,Alejandro_Toledo,noise_n16,1,0.0565170050,8.1225337982,
Alejandro_Toledo/Alejandro_Toledo_0011,Alejandro_Toledo,noise_n16,1,0.0472655892,7.5215873718,
Alejandro_Toledo/Alejandro_Toledo_0012,Alejandro_Toledo,noise_n16,1,0.0467050076,7.4428400993,
Alejandro_Toledo/Alejandro_Toledo_0013,Alejandro_Toledo,noise_n16,1,0.0596500635,8.8044414520,
Alejandro_Toledo/Alejandro_Toledo_0014,Alejandro_Toledo,noise_n16,1,0.0456460714,6.7919020653,
Alejandro_Toledo/Alejandro_Toledo_0015,Alejandro_Toledo,noise_n16,1,0.0527297854,8.2626857758,
Alejandro_Toledo/Alejandro_Toledo_0016,Alejandro_Toledo,noise_n16,1,0.0426884890,6.9718437195,
Alejandro_Toledo/Alejandro_Toledo_0017,Alejandro_Toledo,noise_n16,1,0.0731839538,9.2026014328,
Alejandro_Toledo/Alejandro_Toledo_0018,Alejandro_Toledo,noise_n16,1,0.0576565266,8.8245000839,
Alejandro_Toledo/Alejandro_Toledo_0019,Alejandro_Toledo,noise_n16,1,0.0840436816,8.9160709381,
Alejandro_Toledo/Alejandro_Toledo_0020,Alejandro_Toledo,noise_n16,1,0.0573977232,8.5554065704,
Alejandro_Toledo/Alejandro_Toledo_0021,Alejandro_Toledo,noise_n16,1,0.0828657746,9.5387496948,
Alejandro_Toledo/Alejandro_Toledo_0022,Alejandro_Toledo,noise_n16,1,0.0583367348,7.6853337288,
Alejandro_Toledo/Alejandro_Toledo_0023,Alejandro_Toledo,noise_n16,1,0.0369321704,6.9292011261,
Alejandro_Toledo/Alejandro_Toledo_0024,Alejandro_Toledo,noise_n16,1,0.0635997653,8.9896612167,
Alejandro_Toledo/Alejandro_Toledo_0025,Alejandro_Toledo,noise_n16,1,0.0476467609,8.3610572815,
Alejandro_Toledo/Alejandro_Toledo_0026,Alejandro_Toledo,noise_n16,1,0.1032962203,10.4800720215,
Alejandro_Toledo/Alejandro_Toledo_0027,Alejandro_Toledo,noise_n16,1,0.0443806648,7.3601002693,
Alejandro_Toledo/Alejandro_Toledo_0028,Alejandro_Toledo,noise_n16,1,0.0561395288,8.3009405136,
Alejandro_Toledo/Alejandro_Toledo_0029,Alejandro_Toledo,noise_n16,1,0.0602090359,7.7812118530,
Alejandro_Toledo/Alejandro_Toledo_0030,Alejandro_Toledo,noise_n16,1,0.0622525215,8.2253580093,
Alejandro_Toledo/Alejandro_Toledo_0031,Alejandro_Toledo,noise_n16,1,0.0545266271,8.3139572144,
Alejandro_Toledo/Alejandro_Toledo_0032,Alejandro_Toledo,noise_n16,1,0.0529230833,8.1518440247,
Alejandro_Toledo/Alejandro_Toledo_0033,Alejandro_Toledo,noise_n16,1,0.0630795360,8.1741743088,
Alejandro_Toledo/Alejandro_Toledo_0034,Alejandro_Toledo,noise_n16,1,0.9367313385,32.5675735474,
Alejandro_Toledo/Alejandro_Toledo_0035,Alejandro_Toledo,noise_n16,1,0.0585524440,8.4898986816,
Alejandro_Toledo/Alejandro_Toledo_0036,Alejandro_Toledo,noise_n16,1,0.0575344563,7.4780821800,
Alejandro_Toledo/Alejandro_Toledo_0037,Alejandro_Toledo,noise_n16,1,0.0538905859,7.4913864136,
Alejandro_Toledo/Alejandro_Toledo_0038,Alejandro_Toledo,noise_n16,1,0.0580945611,8.7887420654,
Alejandro_Toledo/Alejandro_Toledo_0039,Alejandro_Toledo,noise_n16,1,0.0378607512,6.3478794098,
Alvaro_Uribe/Alvaro_Uribe_0001,Alvaro_Uribe,noise_n16,1,0.0552777052,6.4839186668,
Alvaro_Uribe/Alvaro_Uribe_0002,Alvaro_Uribe,noise_n16,1,0.1196057200,10.4341192245,
Alvaro_Uribe/Alvaro_Uribe_0003,Alvaro_Uribe,noise_n16,1,0.0987944603,8.8728904724,
Alvaro_Uribe/Alvaro_Uribe_0004,Alvaro_Uribe,noise_n16,1,0.0701949596,7.3366432190,
Alvaro_Uribe/Alvaro_Uribe_0005,Alvaro_Uribe,noise_n16,1,0.0655598640,8.1949176788,
Alvaro_Uribe/Alvaro_Uribe_0006,Alvaro_Uribe,noise_n16,1,0.1304266453,10.4254293442,
Alvaro_Uribe/Alvaro_Uribe_0007,Alvaro_Uribe,noise_n16,1,0.0570502281,7.6150479317,
Alvaro_Uribe/Alvaro_Uribe_0008,Alvaro_Uribe,noise_n16,1,0.0490500331,6.6917791367,
Alvaro_Uribe/Alvaro_Uribe_0009,Alvaro_Uribe,noise_n16,1,0.0816607475,8.6489953995,
Alvaro_Uribe/Alvaro_Uribe_0010,Alvaro_Uribe,noise_n16,1,0.0609694719,6.7892107964,
Alvaro_Uribe/Alvaro_Uribe_0011,Alvaro_Uribe,noise_n16,1,0.0721255541,7.9115033150,
Alvaro_Uribe/Alvaro_Uribe_0012,Alvaro_Uribe,noise_n16,1,0.0645844936,7.6854829788,
Alvaro_Uribe/Alvaro_Uribe_0013,Alvaro_Uribe,noise_n16,1,0.0742290616,8.4798698425,
Alvaro_Uribe/Alvaro_Uribe_0014,Alvaro_Uribe,noise_n16,1,0.1160266399,10.0004129410,
Alvaro_Uribe/Alvaro_Uribe_0015,Alvaro_Uribe,noise_n16,1,0.0593031645,7.0088458061,
Alvaro_Uribe/Alvaro_Uribe_0016,Alvaro_Uribe,noise_n16,1,0.0938605070,8.9485635757,
Alvaro_Uribe/Alvaro_Uribe_0017,Alvaro_Uribe,noise_n16,1,0.0985729694,8.8342962265,
Alvaro_Uribe/Alvaro_Uribe_0018,Alvaro_Uribe,noise_n16,1,0.0996189117,9.3044166565,
Alvaro_Uribe/Alvaro_Uribe_0019,Alvaro_Uribe,noise_n16,1,0.1026898026,9.3511991501,
Alvaro_Uribe/Alvaro_Uribe_0020,Alvaro_Uribe,noise_n16,1,0.0681436062,7.8330826759,
Alvaro_Uribe/Alvaro_Uribe_0021,Alvaro_Uribe,noise_n16,1,0.0759149194,7.7980775833,
Alvaro_Uribe/Alvaro_Uribe_0022,Alvaro_Uribe,noise_n16,1,0.0719569921,7.7835373878,
Alvaro_Uribe/Alvaro_Uribe_0023,Alvaro_Uribe,noise_n16,1,0.0745503306,7.9551692009,
Alvaro_Uribe/Alvaro_Uribe_0024,Alvaro_Uribe,noise_n16,1,0.0794539452,8.7126903534,
Alvaro_Uribe/Alvaro_Uribe_0025,Alvaro_Uribe,noise_n16,1,0.1038318872,9.7554559708,
Alvaro_Uribe/Alvaro_Uribe_0026,Alvaro_Uribe,noise_n16,1,0.0607647896,7.4101004601,
Alvaro_Uribe/Alvaro_Uribe_0027,Alvaro_Uribe,noise_n16,1,0.0809447765,8.3705244064,
Alvaro_Uribe/Alvaro_Uribe_0028,Alvaro_Uribe,noise_n16,1,0.0613717437,7.6003494263,
Alvaro_Uribe/Alvaro_Uribe_0029,Alvaro_Uribe,noise_n16,1,0.0643475652,7.5256137848,
Alvaro_Uribe/Alvaro_Uribe_0030,Alvaro_Uribe,noise_n16,1,0.0485359430,6.5559692383,
Alvaro_Uribe/Alvaro_Uribe_0031,Alvaro_Uribe,noise_n16,1,0.0886249542,8.9155845642,
Alvaro_Uribe/Alvaro_Uribe_0032,Alvaro_Uribe,noise_n16,1,0.0598553419,7.1057686806,
Alvaro_Uribe/Alvaro_Uribe_0033,Alvaro_Uribe,noise_n16,1,0.0758232474,7.8084359169,
Alvaro_Uribe/Alvaro_Uribe_0034,Alvaro_Uribe,noise_n16,1,0.0831701756,8.3196153641,
Alvaro_Uribe/Alvaro_Uribe_0035,Alvaro_Uribe,noise_n16,1,0.1162007451,10.7664813995,
Amelie_Mauresmo/Amelie_Mauresmo_0001,Amelie_Mauresmo,noise_n16,1,0.0585851073,8.6948280334,
Amelie_Mauresmo/Amelie_Mauresmo_0002,Amelie_Mauresmo,noise_n16,1,0.0588097572,7.8045563698,
Amelie_Mauresmo/Amelie_Mauresmo_0003,Amelie_Mauresmo,noise_n16,1,0.0410992503,7.0823082924,
Amelie_Mauresmo/Amelie_Mauresmo_0004,Amelie_Mauresmo,noise_n16,1,0.0486798286,7.2066774368,
Amelie_Mauresmo/Amelie_Mauresmo_0005,Amelie_Mauresmo,noise_n16,1,0.0498884916,7.5087285042,
Amelie_Mauresmo/Amelie_Mauresmo_0006,Amelie_Mauresmo,noise_n16,1,0.0405480266,7.2501912117,
Amelie_Mauresmo/Amelie_Mauresmo_0007,Amelie_Mauresmo,noise_n16,1,0.0554280281,8.5283174515,
Amelie_Mauresmo/Amelie_Mauresmo_0008,Amelie_Mauresmo,noise_n16,1,0.0567163229,8.1958007812,
Amelie_Mauresmo/Amelie_Mauresmo_0009,Amelie_Mauresmo,noise_n16,1,0.0409436226,6.8141207695,
Amelie_Mauresmo/Amelie_Mauresmo_0010,Amelie_Mauresmo,noise_n16,1,0.0672927499,8.2885560989,
Amelie_Mauresmo/Amelie_Mauresmo_0011,Amelie_Mauresmo,noise_n16,1,0.0720584393,8.6670150757,
Amelie_Mauresmo/Amelie_Mauresmo_0012,Amelie_Mauresmo,noise_n16,1,0.0632052422,8.6169719696,
Amelie_Mauresmo/Amelie_Mauresmo_0013,Amelie_Mauresmo,noise_n16,1,0.0594160557,8.0978059769,
Amelie_Mauresmo/Amelie_Mauresmo_0014,Amelie_Mauresmo,noise_n16,1,0.0644456148,8.7910966873,
Amelie_Mauresmo/Amelie_Mauresmo_0015,Amelie_Mauresmo,noise_n16,1,0.0563537478,7.5269861221,
Amelie_Mauresmo/Amelie_Mauresmo_0016,Amelie_Mauresmo,noise_n16,1,0.0655254126,8.2689943314,
Amelie_Mauresmo/Amelie_Mauresmo_0017,Amelie_Mauresmo,noise_n16,1,0.0291293859,5.6707234383,
Amelie_Mauresmo/Amelie_Mauresmo_0018,Amelie_Mauresmo,noise_n16,1,0.0491902828,7.6950020790,
Amelie_Mauresmo/Amelie_Mauresmo_0019,Amelie_Mauresmo,noise_n16,1,0.0634596944,8.4194812775,
Amelie_Mauresmo/Amelie_Mauresmo_0020,Amelie_Mauresmo,noise_n16,1,0.0721454024,8.6017208099,
Amelie_Mauresmo/Amelie_Mauresmo_0021,Amelie_Mauresmo,noise_n16,1,0.1128621101,10.3594655991,
Andre_Agassi/Andre_Agassi_0001,Andre_Agassi,noise_n16,1,0.0449010134,6.2257781029,
Andre_Agassi/Andre_Agassi_0002,Andre_Agassi,noise_n16,1,0.0552230477,7.5514912605,
Andre_Agassi/Andre_Agassi_0003,Andre_Agassi,noise_n16,1,0.0603840351,7.6963453293,
Andre_Agassi/Andre_Agassi_0004,Andre_Agassi,noise_n16,1,0.0580205917,6.8168659210,
Andre_Agassi/Andre_Agassi_0005,Andre_Agassi,noise_n16,1,0.0833432674,8.8967552185,
Andre_Agassi/Andre_Agassi_0006,Andre_Agassi,noise_n16,1,0.0684988499,7.8376636505,
Andre_Agassi/Andre_Agassi_0007,Andre_Agassi,noise_n16,1,0.0446832180,6.5461053848,
Andre_Agassi/Andre_Agassi_0008,Andre_Agassi,noise_n16,1,0.0638301373,7.7194185257,
Andre_Agassi/Andre_Agassi_0009,Andre_Agassi,noise_n16,1,0.0394924879,5.9477248192,
Andre_Agassi/Andre_Agassi_0010,Andre_Agassi,noise_n16,1,0.0667330623,7.9270634651,
Andre_Agassi/Andre_Agassi_0011,Andre_Agassi,noise_n16,1,0.0711855888,8.2572908401,
Andre_Agassi/Andre_Agassi_0012,Andre_Agassi,noise_n16,1,0.0578975677,7.1082067490,
Andre_Agassi/Andre_Agassi_0013,Andre_Agassi,noise_n16,1,0.1160345078,9.4511003494,
Andre_Agassi/Andre_Agassi_0014,Andre_Agassi,noise_n16,1,0.0506128073,6.9343872070,
Andre_Agassi/Andre_Agassi_0015,Andre_Agassi,noise_n16,1,0.0658861995,7.5621085167,
Andre_Agassi/Andre_Agassi_0016,Andre_Agassi,noise_n16,1,0.0417681932,6.0098185539,
Andre_Agassi/Andre_Agassi_0017,Andre_Agassi,noise_n16,1,0.0549389124,7.0247955322,
Andre_Agassi/Andre_Agassi_0018,Andre_Agassi,noise_n16,1,0.0676463246,8.1443500519,
Andre_Agassi/Andre_Agassi_0019,Andre_Agassi,noise_n16,1,0.0472679138,6.8265857697,
Andre_Agassi/Andre_Agassi_0020,Andre_Agassi,noise_n16,1,0.0866632462,9.1032562256,
Andre_Agassi/Andre_Agassi_0021,Andre_Agassi,noise_n16,1,0.0896117091,9.4107189178,
Andre_Agassi/Andre_Agassi_0022,Andre_Agassi,noise_n16,1,0.0430889130,6.4242281914,
Andre_Agassi/Andre_Agassi_0023,Andre_Agassi,noise_n16,1,0.0785214901,8.2256450653,
Andre_Agassi/Andre_Agassi_0024,Andre_Agassi,noise_n16,1,0.0610877275,7.4445419312,
Andre_Agassi/Andre_Agassi_0025,Andre_Agassi,noise_n16,1,0.1118453741,9.7682447433,
Andre_Agassi/Andre_Agassi_0026,Andre_Agassi,noise_n16,1,0.0526082516,7.5501174927,
Andre_Agassi/Andre_Agassi_0027,Andre_Agassi,noise_n16,1,0.0642957687,7.3480229378,
Andre_Agassi/Andre_Agassi_0028,Andre_Agassi,noise_n16,1,0.0526131392,6.6891732216,
Andre_Agassi/Andre_Agassi_0029,Andre_Agassi,noise_n16,1,0.0730702877,7.8932852745,
Andre_Agassi/Andre_Agassi_0030,Andre_Agassi,noise_n16,1,0.0674183369,7.4247446060,
